emp_no,first_name,last_name,title,from_date,to_date
220799,Perla,Orlowska,Senior Engineer,10/13/1998,1/1/9999
221126,Tesuya,dAstous,Senior Engineer,11/29/1988,1/1/9999
221126,Tesuya,dAstous,Engineer,11/29/1988,1/1/9999
221367,Saddek,Farris,Senior Staff,11/6/1990,1/1/9999
221369,Abdulah,Pocchiola,Engineer,8/28/1996,1/1/9999
221435,Djenana,Marrevee,Senior Engineer,2/6/1994,1/1/9999
221435,Djenana,Marrevee,Engineer,2/6/1994,1/1/9999
221699,Szabolcs,Georgatos,Engineer,8/16/1999,2/6/2000
221973,Sangeeta,Kalefeld,Staff,6/6/1990,1/1/9999
221973,Sangeeta,Kalefeld,Senior Staff,6/6/1990,1/1/9999
222206,Stein,Uludag,Staff,1/30/1988,1/1/9999
222206,Stein,Uludag,Senior Staff,1/30/1988,1/1/9999
222770,Kazuhiko,Kushner,Senior Engineer,8/1/1995,1/1/9999
222311,Miyeon,Billingsley,Senior Engineer,12/5/1992,1/1/9999
222319,Matt,Chvatal,Senior Engineer,11/9/1994,1/1/9999
222354,Valdiodio,Schlumberger,Engineer,8/7/1993,1/1/9999
222354,Valdiodio,Schlumberger,Assistant Engineer,8/7/1993,1/1/9999
222616,Badri,Schapire,Assistant Engineer,1/19/1998,1/1/9999
222701,Lein,Delaune,Senior Staff,6/30/1990,9/14/1991
223593,Hidefumi,Moehrke,Staff,3/4/1998,1/1/9999
222878,Annemarie,Zallocco,Senior Engineer,12/1/1996,1/1/9999
222878,Annemarie,Zallocco,Engineer,12/1/1996,1/1/9999
222878,Annemarie,Zallocco,Senior Engineer,5/28/1990,12/1/1996
222878,Annemarie,Zallocco,Engineer,5/28/1990,12/1/1996
222926,Limsoon,Erol,Senior Engineer,12/31/1997,1/1/9999
222952,Gopalakrishnan,Suermann,Senior Engineer,4/30/1991,1/1/9999
222952,Gopalakrishnan,Suermann,Engineer,4/30/1991,1/1/9999
222998,Leaf,Awdeh,Staff,10/2/1992,1/1/9999
222998,Leaf,Awdeh,Senior Staff,10/2/1992,1/1/9999
222998,Leaf,Awdeh,Staff,2/20/1985,10/2/1992
222998,Leaf,Awdeh,Senior Staff,2/20/1985,10/2/1992
223595,Chiranjit,Dredge,Technique Leader,9/5/1999,1/1/9999
224335,Perry,Chachaty,Senior Engineer,7/22/1985,1/1/9999
224135,Annemarie,Bressoud,Engineer,6/23/1998,1/1/9999
224335,Perry,Chachaty,Engineer,7/22/1985,1/1/9999
224390,TRUE,Shobatake,Senior Staff,5/17/1996,1/1/9999
224934,George,Miake,Staff,1/2/1988,1/1/9999
224934,George,Miake,Senior Staff,1/2/1988,1/1/9999
225601,Masasuke,Genin,Engineer,6/25/1994,1/1/9999
225438,Remmert,Quaggetto,Staff,4/28/1992,1/1/9999
225438,Remmert,Quaggetto,Senior Staff,4/28/1992,1/1/9999
225601,Masasuke,Genin,Assistant Engineer,6/25/1994,1/1/9999
225867,Ramalingam,Remmele,Senior Engineer,9/3/1999,1/1/9999
225964,Mooi,Cooman,Senior Engineer,6/7/1989,1/1/9999
225788,Ipke,Kieras,Engineer,12/18/1995,1/1/9999
225964,Mooi,Cooman,Engineer,6/7/1989,1/1/9999
226216,Giordano,Gini,Technique Leader,8/14/1993,1/1/9999
226227,Herbert,Erva,Senior Engineer,9/6/1986,1/1/9999
226227,Herbert,Erva,Engineer,9/6/1986,1/1/9999
227476,Macha,Schnabel,Senior Engineer,5/11/1988,1/1/9999
227354,Gio,Murtha,Senior Engineer,11/11/1986,1/1/9999
227354,Gio,Murtha,Engineer,11/11/1986,1/1/9999
227476,Macha,Schnabel,Engineer,5/11/1988,1/1/9999
228098,IEEE,Kroll,Engineer,5/10/1997,2/17/1998
227681,Mikhail,Rousseau,Staff,11/30/1998,1/1/9999
227899,Garnik,Luce,Staff,9/15/1998,1/1/9999
227901,Francesca,Azuma,Staff,6/8/1996,1/1/9999
227901,Francesca,Azuma,Senior Staff,6/8/1996,1/1/9999
228098,IEEE,Kroll,Engineer,2/17/1998,1/1/9999
228554,Bilhanan,Brendel,Senior Staff,12/23/1990,1/1/9999
228248,Yuriy,Plump,Staff,9/8/1988,1/1/9999
228248,Yuriy,Plump,Senior Staff,9/8/1988,1/1/9999
228575,Takanari,Pelc,Engineer,8/18/1990,9/25/1992
229207,Filipe,Erol,Senior Engineer,7/11/1997,8/15/1999
228766,Nahla,Smailagic,Senior Engineer,2/12/1993,1/1/9999
228766,Nahla,Smailagic,Engineer,2/12/1993,1/1/9999
228766,Nahla,Smailagic,Senior Engineer,11/22/1991,2/12/1993
228766,Nahla,Smailagic,Engineer,11/22/1991,2/12/1993
229220,Fabrizio,Lichtman,Senior Engineer,2/9/1987,1/1/9999
229220,Fabrizio,Lichtman,Engineer,2/9/1987,1/1/9999
229391,Paloma,Henseler,Senior Engineer,6/11/1991,1/1/9999
229098,Berry,Yurek,Senior Staff,8/16/1995,1/1/9999
229391,Paloma,Henseler,Engineer,6/11/1991,1/1/9999
229404,Gilbert,Kilgour,Staff,4/5/1996,1/1/9999
229248,Harjit,Terekhov,Staff,10/19/1995,1/1/9999
229547,Moni,Schach,Staff,7/4/1986,1/1/9999
229352,Kwangho,Petereit,Engineer,8/10/1999,5/6/2000
229364,Dulce,Magliocco,Staff,2/13/1987,2/23/1987
229386,Pohua,Tasistro,Technique Leader,6/2/1989,11/4/1994
229386,Pohua,Tasistro,Technique Leader,11/4/1994,1/1/9999
229547,Moni,Schach,Senior Staff,7/4/1986,1/1/9999
229690,Mokhtar,Sherertz,Staff,6/9/1988,11/8/1995
229690,Mokhtar,Sherertz,Senior Staff,6/9/1988,11/8/1995
229981,Jamaludin,Fordan,Senior Engineer,2/6/1992,1/1/9999
229727,Ewing,Millington,Engineer,9/28/1999,1/1/9999
229981,Jamaludin,Fordan,Engineer,2/6/1992,1/1/9999
230002,Tadahiro,Backhouse,Senior Engineer,10/2/1991,1/1/9999
230002,Tadahiro,Backhouse,Engineer,10/2/1991,1/1/9999
230287,Renny,Alameldin,Assistant Engineer,9/28/1997,1/1/9999
230126,Bezalel,Radivojevic,Staff,7/2/1988,1/1/9999
230126,Bezalel,Radivojevic,Senior Staff,7/2/1988,1/1/9999
230354,Yinghua,Lorho,Staff,8/9/1991,1/1/9999
230354,Yinghua,Lorho,Senior Staff,8/9/1991,1/1/9999
230579,Shahar,Negoita,Staff,3/19/1994,1/1/9999
230579,Shahar,Negoita,Senior Staff,3/19/1994,1/1/9999
230821,Toshiki,Raney,Staff,7/3/1997,3/21/2000
230498,Kolar,Puppo,Senior Engineer,4/25/1990,1/1/9999
230498,Kolar,Puppo,Engineer,4/25/1990,1/1/9999
230865,Takushi,Brattka,Staff,6/3/1999,1/1/9999
230689,Dietrich,Crabtree,Senior Staff,5/24/1986,1/1/9999
230865,Takushi,Brattka,Staff,3/9/1999,6/3/1999
232178,Etsuo,Anandan,Staff,12/13/1989,1/1/9999
231043,Torsten,Slobodova,Assistant Engineer,7/20/1992,4/1/2000
231069,Trygve,Siksek,Staff,11/9/1995,1/1/9999
231459,Nectarios,Pramanik,Assistant Engineer,11/18/1999,1/1/9999
231671,Chandrasekaran,Pearson,Staff,4/14/1995,1/1/9999
231798,Goetz,Alvarado,Senior Engineer,12/25/1988,1/1/9999
231798,Goetz,Alvarado,Engineer,12/25/1988,1/1/9999
232178,Etsuo,Anandan,Senior Staff,12/13/1989,1/1/9999
232209,Nitsan,Rouquie,Senior Engineer,8/1/1988,1/1/9999
232209,Nitsan,Rouquie,Engineer,8/1/1988,1/1/9999
232458,Nikolaus,Yetto,Staff,9/22/1990,8/22/1992
232496,Peternela,Klerer,Staff,6/6/1986,6/8/1994
232697,Barry,Ramsak,Senior Engineer,9/7/1990,1/1/9999
232697,Barry,Ramsak,Engineer,9/7/1990,1/1/9999
232723,Tesuya,Bugrara,Engineer,2/13/1993,1/1/9999
232723,Tesuya,Bugrara,Assistant Engineer,2/13/1993,1/1/9999
233247,Murthy,Angiulli,Senior Engineer,8/2/1986,7/21/1998
233114,Alselm,Gargeya,Senior Engineer,12/25/1987,1/1/9999
233247,Murthy,Angiulli,Engineer,8/2/1986,7/21/1998
233533,Seongbae,Sluis,Staff,9/22/1988,6/10/1997
233394,Khalid,Lenart,Engineer,12/24/1995,1/1/9999
233397,Fay,Sundgren,Staff,7/7/1990,1/1/9999
233397,Fay,Sundgren,Senior Staff,7/7/1990,1/1/9999
233533,Seongbae,Sluis,Senior Staff,9/22/1988,6/10/1997
233426,Etsuo,Usery,Senior Engineer,3/2/1995,1/1/9999
233426,Etsuo,Usery,Engineer,3/2/1995,1/1/9999
233818,Kellie,Heydon,Senior Engineer,11/11/1985,1/1/9999
233690,Cedric,Riefers,Engineer,9/8/1994,1/1/9999
233818,Kellie,Heydon,Engineer,11/11/1985,1/1/9999
234195,Luerbio,Terkki,Staff,5/14/1991,1/1/9999
233759,Zissis,Lodder,Engineer,9/25/1999,5/27/2000
233759,Zissis,Lodder,Engineer,5/27/2000,1/1/9999
233765,Kotesh,Chachaty,Senior Engineer,3/25/1991,1/1/9999
233765,Kotesh,Chachaty,Engineer,3/25/1991,1/1/9999
233785,Baziley,Ballarin,Staff,7/28/1987,1/1/9999
233785,Baziley,Ballarin,Senior Staff,7/28/1987,1/1/9999
234195,Luerbio,Terkki,Senior Staff,5/14/1991,1/1/9999
235096,Sverrir,Gyimothy,Staff,3/21/1987,7/30/1995
234278,Tzu,Impagliazzo,Staff,11/14/1990,12/5/1993
234739,Foong,Aamodt,Senior Engineer,6/28/1986,1/1/9999
235017,Irena,Dratva,Staff,9/7/1991,1/1/9999
235017,Irena,Dratva,Senior Staff,9/7/1991,1/1/9999
235096,Sverrir,Gyimothy,Senior Staff,3/21/1987,7/30/1995
235096,Sverrir,Gyimothy,Staff,7/30/1995,1/1/9999
235096,Sverrir,Gyimothy,Senior Staff,7/30/1995,1/1/9999
235368,Anneli,Joslin,Senior Engineer,4/12/1987,1/1/9999
235269,Keiichiro,Feldmann,Staff,12/20/1997,12/30/1998
235325,Gro,Prochazka,Senior Engineer,10/16/1992,1/1/9999
235325,Gro,Prochazka,Engineer,10/16/1992,1/1/9999
235458,Gio,Heuser,Staff,6/28/1992,1/1/9999
235458,Gio,Heuser,Senior Staff,6/28/1992,1/1/9999
235729,Henk,Anger,Staff,1/19/1993,1/1/9999
235546,Tianruo,Speer,Staff,10/30/1985,3/26/1989
235729,Henk,Anger,Senior Staff,1/19/1993,1/1/9999
235793,Jayesh,Spinelli,Senior Engineer,7/18/1992,1/16/1999
235793,Jayesh,Spinelli,Senior Engineer,1/16/1999,1/1/9999
235780,Sampalli,Bergere,Senior Engineer,4/8/1994,1/1/9999
236964,Adel,Foote,Staff,8/19/1998,3/20/2000
236315,IEEE,Raczkowsky,Technique Leader,7/24/1996,1/1/9999
236559,Berna,Nanard,Senior Engineer,8/20/1989,3/18/1991
236566,Yechezkel,Maginnis,Staff,12/11/1992,1/1/9999
236566,Yechezkel,Maginnis,Senior Staff,12/11/1992,1/1/9999
236591,Insup,Reinhard,Staff,4/8/1985,1/1/9999
236591,Insup,Reinhard,Senior Staff,4/8/1985,1/1/9999
236827,Almudena,Rijckaert,Senior Engineer,2/16/1994,1/1/9999
236827,Almudena,Rijckaert,Engineer,2/16/1994,1/1/9999
236964,Adel,Foote,Staff,3/20/2000,1/1/9999
237289,Brendon,Fritzsche,Staff,1/19/1998,12/18/1999
236883,Huan,Olivero,Staff,11/19/1999,1/1/9999
237590,Annemarie,Irland,Staff,7/30/1991,9/4/1996
237400,Guadalupe,Perri,Technique Leader,6/27/1996,8/21/1999
238252,Uno,Suppi,Staff,12/27/1996,1/1/9999
238112,Miomir,Frezza,Technique Leader,5/25/1991,1/1/9999
239067,Tadahiko,Pocchiola,Staff,4/2/1996,1/1/9999
238422,Vishv,Angelov,Staff,3/8/1988,1/1/9999
238422,Vishv,Angelov,Senior Staff,3/8/1988,1/1/9999
238949,Minghong,Cronin,Senior Staff,10/4/1987,1/1/9999
239415,Susumu,Brender,Senior Engineer,4/17/1993,1/1/9999
239244,Abdulla,Kitai,Staff,2/20/1987,1/1/9999
239244,Abdulla,Kitai,Senior Staff,2/20/1987,1/1/9999
239415,Susumu,Brender,Engineer,4/17/1993,1/1/9999
239426,Vesna,Fairtlough,Engineer,8/9/1994,5/7/2002
239426,Vesna,Fairtlough,Engineer,5/7/2002,1/1/9999
239664,Sugwoo,Michaels,Senior Engineer,8/2/1992,1/1/9999
239664,Sugwoo,Michaels,Engineer,8/2/1992,1/1/9999
239706,Arunas,Bugrara,Assistant Engineer,4/3/1997,1/1/9999
239581,Guangming,Marquardt,Staff,6/6/1997,3/21/2001
239748,Bilhanan,Dusink,Staff,6/4/1988,1/1/9999
239748,Bilhanan,Dusink,Senior Staff,6/4/1988,1/1/9999
240011,Heather,Luef,Technique Leader,2/24/1989,7/14/1992
239803,Oscal,Ernst,Staff,5/19/1992,1/1/9999
239803,Oscal,Ernst,Senior Staff,5/19/1992,1/1/9999
240236,TRUE,Tischendorf,Senior Engineer,1/19/1986,1/1/9999
240236,TRUE,Tischendorf,Engineer,1/19/1986,1/1/9999
240253,Shrikanth,Ramaiah,Engineer,5/12/1995,10/15/2000
240132,Mizuhito,Kobara,Staff,8/9/1996,1/1/9999
240132,Mizuhito,Kobara,Senior Staff,8/9/1996,1/1/9999
240285,Kolar,Greenaway,Staff,11/14/1998,1/1/9999
241254,Jagoda,Anguita,Senior Engineer,5/11/1993,1/1/9999
240340,Mack,Staylopatis,Senior Engineer,4/2/1985,1/1/9999
240340,Mack,Staylopatis,Engineer,4/2/1985,1/1/9999
240438,Temple,Cyre,Staff,9/30/1992,1/1/9999
240438,Temple,Cyre,Senior Staff,9/30/1992,1/1/9999
240870,Francesca,Chorvat,Staff,3/17/1992,1/1/9999
240870,Francesca,Chorvat,Senior Staff,3/17/1992,1/1/9999
240870,Francesca,Chorvat,Staff,3/3/1985,3/17/1992
240870,Francesca,Chorvat,Senior Staff,3/3/1985,3/17/1992
241100,Cedric,Molenaar,Senior Engineer,10/6/1990,1/1/9999
241100,Cedric,Molenaar,Engineer,10/6/1990,1/1/9999
241292,Uri,Lampe,Staff,10/17/1987,12/11/2001
241292,Uri,Lampe,Senior Staff,10/17/1987,12/11/2001
241292,Uri,Lampe,Staff,12/11/2001,1/1/9999
241292,Uri,Lampe,Senior Staff,12/11/2001,1/1/9999
241567,Emran,Miara,Senior Engineer,5/2/1989,1/1/9999
241667,Atilio,Olivero,Senior Engineer,9/4/1985,1/1/9999
241667,Atilio,Olivero,Engineer,9/4/1985,1/1/9999
241567,Emran,Miara,Engineer,5/2/1989,1/1/9999
241872,Bluma,Fetvedt,Staff,11/14/2001,1/1/9999
241728,Limsoon,Boudaillier,Senior Engineer,8/12/1995,8/8/1999
241728,Limsoon,Boudaillier,Senior Engineer,8/8/1999,1/1/9999
241917,Wuxu,Poupard,Staff,2/15/1994,9/25/1995
241952,Maya,Anandan,Staff,6/28/1996,11/7/1997
241872,Bluma,Fetvedt,Senior Staff,11/14/2001,1/1/9999
241872,Bluma,Fetvedt,Staff,2/3/1992,11/14/2001
241872,Bluma,Fetvedt,Senior Staff,2/3/1992,11/14/2001
242081,Tomokazu,Pargas,Engineer,11/15/1996,1/1/9999
242019,Herb,Murrill,Senior Engineer,10/28/2001,1/1/9999
242019,Herb,Murrill,Senior Engineer,9/27/1999,10/28/2001
242081,Tomokazu,Pargas,Assistant Engineer,11/15/1996,1/1/9999
242104,Richara,Sudkamp,Staff,9/5/1989,1/1/9999
242237,Hidde,Papsdorf,Senior Staff,11/7/1998,11/23/1998
242104,Richara,Sudkamp,Senior Staff,9/5/1989,1/1/9999
242500,Bingning,Iisaku,Staff,6/26/1989,1/1/9999
242314,Miyeon,Burnard,Engineer,2/7/1985,12/13/1985
242500,Bingning,Iisaku,Senior Staff,6/26/1989,1/1/9999
242611,Frazer,Flanders,Engineer,8/25/1995,9/25/2000
243018,Bowen,Deverell,Senior Staff,12/27/1998,1/1/9999
242800,Kazuyasu,Levergood,Engineer,2/10/1996,1/1/9999
242867,Paddy,Nittel,Engineer,11/10/1999,4/14/2000
243077,Kazunori,Perz,Senior Engineer,2/25/1999,1/1/9999
243576,Abdulah,Lodder,Staff,11/10/1996,1/1/9999
243637,Marjo,Delgrange,Staff,6/24/1990,1/1/9999
243637,Marjo,Delgrange,Senior Staff,6/24/1990,1/1/9999
243576,Abdulah,Lodder,Senior Staff,11/10/1996,1/1/9999
244605,Masoud,Suwa,Staff,10/10/1998,1/1/9999
243898,Arch,Basawa,Staff,5/10/1998,1/1/9999
244308,Mokhtar,Rebaine,Staff,7/23/1991,1/1/9999
244308,Mokhtar,Rebaine,Senior Staff,7/23/1991,1/1/9999
244605,Masoud,Suwa,Senior Staff,10/10/1998,1/1/9999
244605,Masoud,Suwa,Staff,11/25/1989,10/10/1998
244605,Masoud,Suwa,Senior Staff,11/25/1989,10/10/1998
244624,Boaz,Seuren,Staff,3/27/1987,1/1/9999
244624,Boaz,Seuren,Senior Staff,3/27/1987,1/1/9999
244711,Rosli,Butner,Engineer,3/20/1991,1/1/9999
244711,Rosli,Butner,Assistant Engineer,3/20/1991,1/1/9999
244714,Poorav,Clouatre,Senior Engineer,5/6/1996,1/1/9999
245164,Filipp,Winter,Senior Engineer,10/24/1996,1/1/9999
244820,Shigenori,Hertweck,Senior Engineer,4/13/1987,1/1/9999
244820,Shigenori,Hertweck,Engineer,4/13/1987,1/1/9999
244873,Arunachalam,Oppitz,Staff,5/20/1986,1/1/9999
244873,Arunachalam,Oppitz,Senior Staff,5/20/1986,1/1/9999
245164,Filipp,Winter,Engineer,10/24/1996,1/1/9999
246244,George,Casperson,Staff,1/20/2000,1/1/9999
245396,Gift,Bottner,Staff,3/4/1995,1/1/9999
245396,Gift,Bottner,Senior Staff,3/4/1995,1/1/9999
245664,Manohar,Kilgore,Staff,11/17/1998,1/1/9999
246146,Zhongwei,Melski,Senior Engineer,9/4/1987,1/1/9999
246146,Zhongwei,Melski,Engineer,9/4/1987,1/1/9999
246764,Shuzo,Czaja,Staff,11/29/1997,1/1/9999
246364,Alper,Tiemann,Engineer,10/29/1998,1/1/9999
246798,Tianruo,Strooper,Staff,12/7/2001,1/1/9999
246902,Shih,Shanbhogue,Staff,4/19/1998,1/1/9999
246798,Tianruo,Strooper,Senior Staff,12/7/2001,1/1/9999
246798,Tianruo,Strooper,Staff,10/28/1993,12/7/2001
246798,Tianruo,Strooper,Senior Staff,10/28/1993,12/7/2001
247447,Tzu,Bakhtari,Senior Engineer,3/18/1994,1/1/9999
247089,Seongbae,Schahn,Staff,12/10/1992,1/1/9999
247089,Seongbae,Schahn,Senior Staff,12/10/1992,1/1/9999
247122,Xiaobin,Narlikar,Staff,2/14/1992,1/1/9999
247122,Xiaobin,Narlikar,Senior Staff,2/14/1992,1/1/9999
247447,Tzu,Bakhtari,Engineer,3/18/1994,1/1/9999
247456,Masako,Bahk,Engineer,7/31/1997,1/1/9999
248094,Valeska,Lupu,Staff,9/21/1998,4/6/2002
247612,Chiranjit,Constantine,Engineer,5/25/1997,1/1/9999
247875,Xiong,Anick,Senior Staff,4/23/1991,1/1/9999
247888,Abdelghani,Lagarias,Senior Engineer,9/6/1985,1/1/9999
247888,Abdelghani,Lagarias,Engineer,9/6/1985,1/1/9999
248351,Jaana,Milicia,Senior Staff,6/2/1985,1/1/9999
248256,Sajjan,Falby,Staff,8/29/1996,1/1/9999
248953,Percy,Sudbeck,Assistant Engineer,8/29/1996,1/1/9999
248758,Snehasis,Muhlberg,Staff,7/16/1991,12/25/1994
248758,Snehasis,Muhlberg,Senior Staff,7/16/1991,12/25/1994
248758,Snehasis,Muhlberg,Staff,12/25/1994,1/1/9999
248758,Snehasis,Muhlberg,Senior Staff,12/25/1994,1/1/9999
249239,Hideyuki,Decleir,Senior Engineer,5/4/1994,1/1/9999
249325,Ute,Pokrovskii,Staff,6/9/1997,1/1/9999
249866,Steen,Gubsky,Staff,1/14/1989,1/1/9999
249433,Ayonca,Matzov,Senior Engineer,6/3/1988,1/1/9999
249433,Ayonca,Matzov,Engineer,6/3/1988,1/1/9999
249451,Gopalakrishnan,Pehl,Engineer,3/15/1995,6/10/2001
249504,Dmitry,Velardi,Senior Engineer,3/1/1994,10/20/1995
249504,Dmitry,Velardi,Engineer,3/1/1994,10/20/1995
249504,Dmitry,Velardi,Senior Engineer,10/20/1995,1/1/9999
249504,Dmitry,Velardi,Engineer,10/20/1995,1/1/9999
249780,Nechama,Gaughan,Senior Engineer,1/16/1986,7/9/1993
249780,Nechama,Gaughan,Engineer,1/16/1986,7/9/1993
249780,Nechama,Gaughan,Assistant Engineer,1/16/1986,7/9/1993
249780,Nechama,Gaughan,Senior Engineer,7/9/1993,1/1/9999
249780,Nechama,Gaughan,Engineer,7/9/1993,1/1/9999
249780,Nechama,Gaughan,Assistant Engineer,7/9/1993,1/1/9999
249799,Jolita,Neimat,Senior Engineer,12/27/1993,1/1/9999
249799,Jolita,Neimat,Engineer,12/27/1993,1/1/9999
249866,Steen,Gubsky,Senior Staff,1/14/1989,1/1/9999
249969,Georgi,Luiz,Senior Engineer,6/10/1991,1/1/9999
249969,Georgi,Luiz,Engineer,6/10/1991,1/1/9999
250452,Alexius,Plavsic,Senior Engineer,1/17/2000,1/1/9999
250411,Ranga,Sommen,Staff,1/20/1989,1/1/9999
250411,Ranga,Sommen,Senior Staff,1/20/1989,1/1/9999
250748,Kish,Turnbull,Senior Engineer,2/10/1987,1/1/9999
250748,Kish,Turnbull,Engineer,2/10/1987,1/1/9999
251301,Pintsang,Impagliazzo,Senior Staff,5/6/1989,1/1/9999
251166,Hinrich,Hooghiemstra,Staff,10/5/1985,1/1/9999
251166,Hinrich,Hooghiemstra,Senior Staff,10/5/1985,1/1/9999
251233,Yucel,Bernini,Senior Engineer,2/19/1993,1/1/9999
251233,Yucel,Bernini,Engineer,2/19/1993,1/1/9999
251341,Divier,Kumaresan,Staff,12/5/1992,1/1/9999
251341,Divier,Kumaresan,Senior Staff,12/5/1992,1/1/9999
251403,Utpal,DuBourdieux,Technique Leader,11/19/1997,1/1/9999
251437,Shichao,Iwayama,Engineer,10/17/1989,1/1/9999
251437,Shichao,Iwayama,Assistant Engineer,10/17/1989,1/1/9999
251645,Bezalel,Tsunoo,Staff,6/17/1992,1/1/9999
251645,Bezalel,Tsunoo,Senior Staff,6/17/1992,1/1/9999
251680,Moty,Sommen,Senior Engineer,8/14/1990,1/1/9999
252185,Chaosheng,Conta,Engineer,4/14/1997,1/1/9999
251814,Mitsuyuki,Zockler,Technique Leader,9/14/1998,1/1/9999
252185,Chaosheng,Conta,Assistant Engineer,4/14/1997,1/1/9999
252241,Zito,Alvarado,Senior Staff,7/7/1986,9/18/2000
253029,Thodoros,Thimonier,Engineer,4/5/1995,1/1/9999
252316,Gill,Niizuma,Senior Engineer,10/8/1994,1/1/9999
252316,Gill,Niizuma,Engineer,10/8/1994,1/1/9999
252318,Keung,Simmel,Technique Leader,11/17/1995,6/24/2002
252392,Sanjeeva,Peron,Senior Engineer,12/26/1993,1/1/9999
252392,Sanjeeva,Peron,Engineer,12/26/1993,1/1/9999
252592,Sachem,McDermid,Senior Engineer,4/30/1987,12/2/1987
253838,Stafford,Terlouw,Assistant Engineer,2/21/1999,1/1/9999
253893,Huiqun,Trystram,Senior Engineer,5/10/1993,1/1/9999
253707,Insup,Hainaut,Staff,2/11/1998,1/1/9999
254591,Mamdouh,Lodder,Staff,3/23/1986,12/9/1991
254044,Gunilla,Brendel,Senior Engineer,4/10/1992,1/1/9999
254044,Gunilla,Brendel,Engineer,4/10/1992,1/1/9999
254399,Armond,Lores,Technique Leader,9/16/1999,1/1/9999
254916,Serenella,Couchot,Senior Staff,1/25/2001,4/13/2001
254787,Mohan,Chepyzhov,Senior Engineer,4/6/1995,5/26/1996
254821,Tonny,Couchot,Staff,12/12/1994,1/1/9999
254916,Serenella,Couchot,Senior Staff,3/15/1997,1/25/2001
255466,Huan,Roccetti,Senior Engineer,7/3/1985,1/1/9999
255779,Heejo,Merle,Technique Leader,9/4/1997,1/1/9999
255657,Oldrich,Cyre,Senior Engineer,2/10/1985,1/1/9999
255657,Oldrich,Cyre,Engineer,2/10/1985,1/1/9999
256078,Duke,Picaronny,Staff,3/23/1995,4/5/1995
257062,Stabislas,Pardalos,Senior Engineer,6/21/1989,1/1/9999
256216,Halsur,Brodal,Engineer,11/22/1997,1/1/9999
256837,Bezalel,Jording,Staff,1/16/1991,11/19/1998
256856,Hongzue,Barbanera,Staff,6/17/1987,1/1/9999
256856,Hongzue,Barbanera,Senior Staff,6/17/1987,1/1/9999
256881,Ioana,Jakobus,Senior Engineer,8/10/1990,1/1/9999
256881,Ioana,Jakobus,Engineer,8/10/1990,1/1/9999
256888,Heather,Pehl,Staff,9/15/1993,1/1/9999
257062,Stabislas,Pardalos,Engineer,6/21/1989,1/1/9999
257378,Pascal,Bernatsky,Staff,9/3/1988,1/1/9999
257378,Pascal,Bernatsky,Senior Staff,9/3/1988,1/1/9999
257469,Anyuan,Hanratty,Staff,1/6/1988,1/1/9999
257469,Anyuan,Hanratty,Senior Staff,1/6/1988,1/1/9999
257624,Adhemar,Dalphin,Staff,6/2/1990,8/26/2000
257484,Shaowei,Nicolson,Staff,12/7/1986,1/1/9999
257484,Shaowei,Nicolson,Senior Staff,12/7/1986,1/1/9999
257624,Adhemar,Dalphin,Senior Staff,6/2/1990,8/26/2000
258124,Mariusz,Zolotykh,Senior Staff,7/28/1990,1/1/9999
257799,Sushant,Riefers,Senior Engineer,12/5/1987,1/8/1998
257799,Sushant,Riefers,Engineer,12/5/1987,1/8/1998
258028,Mountaz,Reinhart,Engineer,1/21/2000,7/3/2001
258028,Mountaz,Reinhart,Engineer,7/3/2001,1/1/9999
258376,Jaber,Falco,Engineer,10/1/1995,10/11/1995
258470,Weiwu,Butner,Staff,2/14/1995,1/1/9999
258363,Tayeb,Veevers,Staff,10/10/1986,5/24/1991
258643,Przemyslawa,Esposito,Senior Engineer,2/27/1992,1/1/9999
258643,Przemyslawa,Esposito,Engineer,2/27/1992,1/1/9999
259718,Stepehn,Bouloucos,Staff,12/13/1993,1/1/9999
259042,Xiaoqiang,Farrow,Staff,1/1/1997,1/1/9999
259237,Palash,Gammage,Staff,10/23/1987,1/1/9999
259237,Palash,Gammage,Senior Staff,10/23/1987,1/1/9999
259273,Xiahua,Gomatam,Senior Engineer,12/1/1989,1/1/9999
259718,Stepehn,Bouloucos,Senior Staff,12/13/1993,1/1/9999
259718,Stepehn,Bouloucos,Staff,9/17/1991,12/13/1993
259718,Stepehn,Bouloucos,Senior Staff,9/17/1991,12/13/1993
260249,Vugranam,Beausoleil,Staff,5/14/1998,1/1/9999
259611,Shuichi,Marrakchi,Senior Staff,8/21/1990,1/1/9999
259619,Conal,Magliocco,Senior Staff,5/9/1992,1/1/9999
260083,Kwok,Journel,Staff,12/22/1997,2/27/1999
260361,Reinhold,Rahier,Engineer,10/9/1997,1/1/9999
260153,Mingdong,Baar,Technique Leader,10/14/1991,1/1/9999
260361,Reinhold,Rahier,Engineer,6/6/1995,10/9/1997
260545,Fei,Rebaine,Senior Engineer,5/5/1995,4/19/1999
261631,Jianhua,Huttel,Engineer,2/23/1998,1/1/9999
260399,Hatem,Birsak,Staff,4/10/1989,1/1/9999
260399,Hatem,Birsak,Senior Staff,4/10/1989,1/1/9999
260408,Sasan,Brookner,Staff,9/3/1996,1/1/9999
260408,Sasan,Brookner,Senior Staff,9/3/1996,1/1/9999
260501,Dzung,Pargas,Technique Leader,5/17/1990,1/1/9999
261184,Masako,Kornatzky,Senior Engineer,8/29/1987,1/1/9999
